;genres;app_name;release_date;tags;specs;price;id;developer
21016;['Simulation'];Train Simulator: LNER Black Class A3 ‘Flying Scotsman’ Loco Add-On;2012-12-13;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];7.99;222544;Dovetail Games
21019;['Strategy'];Crusader Kings II: Russian Portraits;2012-12-13;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content'];1.99;210900;Paradox Interactive
21026;['Action', 'Indie', 'RPG'];Dead Pixels;2012-12-07;['Zombies', 'Action', 'Indie', 'Pixel Graphics', 'Local Co-Op', 'Retro', '2D', 'Survival', 'RPG', 'Co-op', 'Side Scroller', 'Singleplayer', 'Local Multiplayer', 'Rogue-like', 'Casual', 'Multiplayer', 'Controller', 'Procedural Generation', 'Shooter'];['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support'];2.99;222980;CSR-Studios
21032;['Strategy'];Europa Universalis III Music of the World;2012-12-10;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content'];4.99;25817;Paradox Development Studio
21039;['Strategy'];Naval War: Arctic Circle - Operation Tarnhelm;2012-11-29;['Strategy'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements'];4.99;220640;Turbo Tape Games
21040;['Strategy'];Total War: SHOGUN 2 – Otomo Clan Pack DLC;2012-11-30;['Strategy'];['Downloadable Content'];4.99;223180;The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)
21058;['Casual', 'Simulation'];Rocksmith - Chic - Good Times;2012-11-27;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222052;Ubisoft - San Francisco
21078;['Action', 'Free to Play', 'Massively Multiplayer'];PlanetSide 2;2012-11-20;['Free to Play', 'Massively Multiplayer', 'FPS', 'Action', 'Shooter', 'Open World', 'Team-Based', 'Multiplayer', 'Tactical', 'Sci-fi', 'War', 'First-Person', 'Futuristic', 'PvP', 'Co-op', 'Online Co-Op', 'Strategy', 'Space', 'Adventure', 'RPG'];['Multi-player', 'MMO', 'Steam Trading Cards'];0.0;218230;Daybreak Game Company
21087;['Action'];Clan of Champions - New Shield Pack 1;2012-11-14;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];0.99;215310;Acquire
21092;['Racing'];F1 Race Stars - Nautical Accessory Pack;2012-11-13;['Racing'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];0.99;220808;Codemasters Birmingham
21098;['Casual', 'Simulation'];Rocksmith - Rush - Headlong Flight;2012-11-13;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222053;Ubisoft - San Francisco
21100;['Casual', 'Simulation'];Rocksmith - Rush - YYZ;2012-11-13;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222041;Ubisoft - San Francisco
21107;['Action', 'Adventure'];Sleeping Dogs: Police Protection Pack;2012-11-13;['Action', 'Adventure'];['Single-player', 'Downloadable Content'];2.99;215249;United Front Games
21108;['Racing'];F1 Race Stars - Games Accessory Pack;2012-11-13;['Racing'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];0.99;220802;Codemasters Birmingham
21110;['Action', 'Adventure'];Sleeping Dogs: GSP Pack;2012-11-13;['Action', 'Adventure'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support'];2.99;215251;United Front Games
21113;['Action', 'Indie'];Sugar Cube: Bittersweet Factory;2012-11-07;['Indie', 'Platformer', 'Action', 'Puzzle-Platformer', 'Singleplayer', '2D', 'Casual', 'Soundtrack', 'Cute'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];6.99;212110;Turtle Cream
21125;['Casual', 'Simulation'];Farming Simulator 2013 Modding Tutorials;2012-11-08;['Simulation', 'Casual'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud'];0.99;225200;Giants Software
21126;['Casual', 'Simulation'];Rocksmith - Avenged Sevenfold - Nightmare;2012-10-30;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206176;Ubisoft - San Francisco
21127;['Casual', 'Simulation'];Rocksmith - Avenged Sevenfold 3-Song Pack;2012-10-30;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];7.99;206177;Ubisoft - San Francisco
21129;['Action', 'Adventure'];Sleeping Dogs: Nightmare in North Point;2012-10-30;['Action', 'Adventure'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support'];6.99;215256;United Front Games
21141;['Simulation'];Train Simulator: Class J94 ‘Memories of Maerdy’ Loco Add-On;2012-11-01;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];24.99;208294;MeshTools
21145;['Strategy'];Worms Revolution: Funfair DLC;2012-10-24;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];4.99;200189;Team17 Digital Ltd
21148;['Action'];Tom Clancy's Ghost Recon Future Soldier - Season Pass;2012-10-25;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];24.99;2028055;Ubisoft Paris,Red Storm Entertainment
21153;['RPG', 'Strategy'];King's Bounty: Warriors of the North;2012-10-25;['RPG', 'Strategy', 'Turn-Based Strategy', 'Tactical', 'Turn-Based', 'Strategy RPG', 'Fantasy', 'Tactical RPG', 'Adventure', 'Hex Grid'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];9.99;203350;1C-SoftClub
21154;['Action', 'Adventure', 'Indie'];Lucius;2012-10-26;['Horror', 'Adventure', 'Villain Protagonist', 'Indie', 'Nudity', 'Gore', 'Puzzle', 'Action', 'Singleplayer', 'Third Person', 'Stealth', 'Dark', 'Psychological Horror', 'Atmospheric', 'Mature', 'Point & Click', 'Difficult', 'Funny', 'Open World', 'Story Rich'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];9.99;218640;Shiver Games
21170;['Indie'];Hacker Evolution Duality: Inception Part 1 DLC;2012-10-20;['Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];4.99;211990;exosyphen studios
21173;['Casual', 'Simulation'];Rocksmith - B. B. King - The Thrill Is Gone;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206121;Ubisoft - San Francisco
21176;['Casual', 'Simulation'];Rocksmith - Lamb of God - Redneck;2012-10-16;['Simulation', 'Casual'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206153;Ubisoft - San Francisco
21177;['Casual', 'Simulation'];Rocksmith - Blue Oyster Cult - (Don't Fear) The Reaper;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206108;Ubisoft - San Francisco
21180;['Casual', 'Simulation'];Rocksmith - Foster the People - Pumped Up Kicks;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206124;Ubisoft - San Francisco
21192;['Casual', 'Simulation'];Rocksmith - Otis Redding - (Sittin' On) The Dock of the Bay;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206157;Ubisoft - San Francisco
21206;['Casual', 'Simulation'];Rocksmith - Tone Customization - Time Saver Pack;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];4.99;206089;Ubisoft - San Francisco
21211;['Casual', 'Simulation'];Rocksmith - Finger Eleven - Paralyzer;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206152;Ubisoft - San Francisco
21222;['Strategy'];Crusader Kings II: African Portraits;2012-10-16;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content'];1.99;210897;Paradox Interactive
21228;['Casual', 'Simulation'];Rocksmith - Ultimate Time Saver Bundle;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];11.99;222068;Ubisoft - San Francisco
21231;['Casual', 'Simulation'];Rocksmith - Hidden Songs - Time Saver Pack;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];4.99;206172;Ubisoft - San Francisco
21232;['Casual', 'Simulation'];Rocksmith - Blue Oyster Cult - Godzilla;2012-10-16;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;206149;Ubisoft – San Francisco
21240;['Strategy'];Worms Revolution;2012-10-10;['Strategy', 'Multiplayer', 'Funny', 'Turn-Based Strategy', 'Turn-Based', 'Comedy', 'Local Co-Op', 'Local Multiplayer', 'Physics', 'Singleplayer', '2.5D', 'Action', 'Tactical', 'Co-op', 'Family Friendly', 'Team-Based', 'Classic', 'Side Scroller', '4 Player Local', '2D'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];14.99;200170;Team17 Digital Ltd
21252;['RPG', 'Strategy'];Starpoint Gemini : Timebreach;2012-10-03;['Strategy', 'RPG'];['Single-player', 'Downloadable Content'];1.99;214530;Little Green Man Games
21256;['Strategy'];Pride of Nations: The Scramble for Africa;2012-10-05;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content'];3.99;73195;Ageod
21261;['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];Fallen Earth - Survivalist Package;2012-10-06;['Massively Multiplayer', 'Action', 'Adventure', 'RPG', 'Free to Play', 'Post-apocalyptic', 'Survival'];['Downloadable Content'];9.99;113404;Reloaded Productions
21263;['Action', 'Adventure', 'Indie'];McPixel;2012-09-25;['Indie', 'Point & Click', 'Comedy', 'Puzzle', 'Pixel Graphics', 'Adventure', 'Singleplayer', 'Funny', 'Action', '2D', 'Short', 'Casual', 'Retro', 'Level Editor', 'Experimental', 'Great Soundtrack', 'Parody', 'Touch-Friendly', 'Fast-Paced'];['Single-player', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor'];4.99;220860;Sos
21269;['Strategy'];Hearts of Iron III: Their Finest Hour;2012-09-26;['Strategy'];['Single-player', 'Downloadable Content'];9.99;214986;Paradox Interactive
21275;['Action', 'Indie', 'Strategy'];Awesomenauts - Disco Voltar Skin;2012-09-19;['Strategy', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];2.49;204311;Ronimo Games
21278;['Action', 'Indie', 'Strategy'];Awesomenauts - Mousquetaire Leon Skin;2012-09-19;['Strategy', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];2.49;204305;Ronimo Games
21280;['Casual', 'Simulation'];Dream Pinball 3D;2012-09-19;['Simulation', 'Casual', 'Pinball'];['Single-player', 'Multi-player', 'Shared/Split Screen'];6.99;215790;ASK Homework
21290;['Action'];Resident Evil: Operation Raccoon City - Power Weapons Pack;2012-09-24;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];1.99;210015;Slant Six Games
21294;['Action', 'Indie', 'Strategy'];Tryst;2012-09-14;['Strategy', 'Action', 'Indie', 'RTS'];['Single-player', 'Multi-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];14.99;208460;BlueGiant Interactive
21304;['Action'];Gotham City Impostors Free to Play: Starter Impostor Kit;2012-08-30;['Action'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards'];9.99;216466;Monolith Productions, Inc.
21308;['Racing', 'Simulation', 'Sports'];F1 2012™;2012-09-17;['Racing', 'Simulation', 'Sports', 'Realistic', 'Multiplayer', 'Controller', 'Driving', 'Singleplayer'];['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];19.99;208500;Codemasters Birmingham
21313;['Casual'];Luxor: Amun Rising HD;2012-09-03;['Casual', 'Match 3'];['Single-player'];9.99;216930;MumboJumbo
21315;['Action', 'Indie', 'Strategy'];Shad'O Soundtrack;2012-09-04;['Strategy', 'Action', 'Indie'];['Single-player', 'Downloadable Content'];0.99;215772;Okugi Studio
21317;['Action', 'Adventure'];I Am Alive;2012-09-06;['Survival', 'Post-apocalyptic', 'Action', 'Adventure', 'Third Person', 'Singleplayer', 'Parkour', 'Atmospheric', 'Third-Person Shooter', 'Dark', 'Open World', 'Shooter', 'FPS', 'Horror', 'Platformer', 'Action-Adventure'];['Single-player', 'Partial Controller Support'];14.99;214250;Ubisoft  Shanghaï
21319;['Action'];Gotham City Impostors Free to Play: Gadget Pack - Ultimate;2012-08-30;['Action'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards'];3.99;216438;Monolith Productions, Inc.
21324;['Action'];Gotham City Impostors Free to Play: Premium Card Pack 1;2012-08-30;['Action'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards'];1.99;216456;Monolith Productions, Inc.
21327;['Action'];Gotham City Impostors Free to Play: Office Bat;2012-08-30;['Action'];['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards'];4.99;216452;Monolith Productions, Inc.
21353;['Strategy'];Galactic Civilizations® I: Ultimate Edition;2012-08-14;['Strategy', '4X', 'Space', 'Sci-fi', 'Turn-Based', 'Turn-Based Strategy', 'Singleplayer'];['Single-player'];9.99;214150;Stardock Entertainment
21357;['Action', 'Indie'];Tales From Space: Mutant Blobs Attack;2012-08-15;['Indie', 'Action', 'Platformer', '2D', 'Side Scroller', 'Sci-fi', 'Singleplayer', 'Casual', 'Funny'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];7.99;206370;DrinkBox Studios
21358;['Simulation'];Train Simulator: BR Class 31 Freight Loco Add-On;2012-08-16;['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];8.99;208378;Dovetail Games
21373;['Action'];PAYDAY™ The Heist: Wolfpack DLC;2012-08-07;['Action', 'FPS', 'Heist', 'Co-op', 'Shooter', 'Online Co-Op', 'Great Soundtrack', 'First-Person', 'Multiplayer'];['Single-player', 'Co-op', 'Downloadable Content'];9.99;207815;OVERKILL Software
21389;['Simulation'];Train Simulator: EWS Class 67 Loco Add-On;2012-08-01;['Simulation', 'Trains', 'Co-op', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR', 'Open World'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];8.99;208369;Dovetail Games
21395;['Action'];Street Fighter X Tekken: Street Fighter Boost Gem Pack 2;2012-07-24;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210075;Capcom U.S.A., Inc.
21396;['Action'];Street Fighter X Tekken: Tekken Boost Gem Pack 1;2012-07-24;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210076;Capcom U.S.A., Inc.
21412;['Action'];Street Fighter X Tekken: Poison (Swap Costume);2012-07-20;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210040;Capcom U.S.A., Inc.
21419;['Action'];Street Fighter X Tekken: Ryu (Swap Costume);2012-07-24;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210030;Capcom U.S.A., Inc.
21424;['Action'];Street Fighter X Tekken: Steve (Swap Costume);2012-07-24;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210060;Capcom U.S.A., Inc.
21426;['Action'];Street Fighter X Tekken: Heihachi (Swap Costume);2012-07-20;['Action'];['Single-player', 'Multi-player', 'Downloadable Content'];0.99;210053;Capcom U.S.A., Inc.
21432;['Strategy'];Magic 2013 “Born of Flame” Deck Key;2012-07-11;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;97362;Stainless Games
21438;['Strategy'];Magic 2013 “Obedient Dead” Deck Key;2012-07-11;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;97370;Stainless Games
21443;['Strategy'];Magic 2013 “Celestial Light” Foil Conversion;2012-07-11;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;97361;Stainless Games
21444;['Strategy'];Magic 2013 “Crosswinds” Foil Conversion;2012-07-11;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;97379;Stainless Games
21451;['Action', 'RPG'];Game of Thrones - Weapon Pack;2012-07-02;['Action', 'RPG'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support'];2.99;208741;Cyanide Studios
21457;['Action', 'Adventure'];Rune Classic;2001-11-18;['Action', 'Adventure', 'Third Person', 'Classic', 'Hack and Slash', 'Gore', 'Multiplayer', 'Singleplayer'];['Single-player', 'Multi-player', 'Steam Achievements'];9.99;210950;Human Head Studios
21460;['Strategy'];Napoleon: Total War - Imperial Eagle Pack;2012-06-18;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats'];2.99;38185;The Creative Assembly,Feral Interactive (Mac)
21461;['Strategy'];Napoleon: Total War - Heroes of the Napoleonic Wars;2012-06-18;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats'];2.99;34174;The Creative Assembly,Feral Interactive (Mac)
21466;['Strategy'];Magic: The Gathering - Duels of the Planeswalkers 2013;2012-06-20;['Card Game', 'Strategy', 'Trading Card Game', 'Multiplayer', 'Singleplayer', 'Fantasy', 'Magic', 'Board Game', 'Co-op'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];9.99;97330;Stainless Games
